time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,version,level_methodology,establishment_type,idaci_decile,ru11ind_pupil_residency,pupil_residency_detail,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),40-50%,Rural,Total,72,253,10570,41.8,243,96,96,37.9,153,60.5,68,26.9,20,7.9,33,13,904.51,3.58,248,-106.395,-0.43,-0.61,-0.25
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),40-50%,Total,Total,498,5391,240273.88,44.6,5183,96.1,2267,42.1,3430,63.6,1924,35.7,710,13.2,1084,20.1,20758.14,3.85,5146,-1011.245,-0.2,-0.24,-0.16
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),40-50%,Urban,Total,489,5138,229703.88,44.7,4940,96.1,2171,42.3,3277,63.8,1856,36.1,690,13.4,1051,20.5,19853.63,3.86,4898,-904.85,-0.18,-0.22,-0.15
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),50-60%,Rural,Total,150,730,34204.25,46.9,702,96.2,341,46.7,497,68.1,216,29.6,92,12.6,137,18.8,2970.35,4.07,709,-57.509,-0.08,-0.19,0.02
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),50-60%,Total,Total,482,5185,242904.25,46.8,5014,96.7,2356,45.4,3540,68.3,1969,38,810,15.6,1202,23.2,21096.25,4.07,5013,-568.684,-0.11,-0.15,-0.07
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),50-60%,Urban,Total,457,4455,208700,46.8,4312,96.8,2015,45.2,3043,68.3,1753,39.3,718,16.1,1065,23.9,18125.9,4.07,4304,-511.175,-0.12,-0.16,-0.08
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),60-70%,Rural,Total,141,1067,51061,47.9,1049,98.3,476,44.6,725,67.9,355,33.3,164,15.4,229,21.5,4446.64,4.17,1028,-33.945,-0.03,-0.12,0.05
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),60-70%,Total,Total,495,6083,294511,48.4,5929,97.5,2959,48.6,4274,70.3,2232,36.7,964,15.8,1397,23,25516.46,4.19,5890,-195.176,-0.03,-0.07,0
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),60-70%,Urban,Total,469,5016,243450,48.5,4880,97.3,2483,49.5,3549,70.8,1877,37.4,800,15.9,1168,23.3,21069.82,4.2,4862,-161.231,-0.03,-0.07,0.01
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),70-80%,Rural,Total,187,1328,67304.25,50.7,1301,98,729,54.9,1003,75.5,499,37.6,259,19.5,342,25.8,5909.22,4.45,1279,169.173,0.13,0.05,0.21
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),70-80%,Total,Total,481,6158,312757.54,50.8,6002,97.5,3342,54.3,4633,75.2,2588,42,1220,19.8,1690,27.4,27478.86,4.46,5894,440.692,0.07,0.04,0.11
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),70-80%,Urban,Total,453,4830,245453.29,50.8,4701,97.3,2613,54.1,3630,75.2,2089,43.3,961,19.9,1348,27.9,21569.64,4.47,4615,271.519,0.06,0.02,0.1
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),80-90%,Rural,Total,187,1418,71584,50.5,1385,97.7,765,53.9,1070,75.5,494,34.8,239,16.9,343,24.2,6219.14,4.39,1380,199.712,0.14,0.07,0.22
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),80-90%,Total,Total,442,6679,350303.01,52.4,6535,97.8,3796,56.8,5195,77.8,2783,41.7,1371,20.5,1901,28.5,30728.14,4.6,6451,1104.657,0.17,0.14,0.21
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),80-90%,Urban,Total,412,5261,278719.01,53,5150,97.9,3031,57.6,4125,78.4,2289,43.5,1132,21.5,1558,29.6,24509,4.66,5071,904.945,0.18,0.14,0.22
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),90-100%,Rural,Total,187,1333,71627.5,53.7,1309,98.2,786,59,1053,79,549,41.2,322,24.2,427,32,6325.36,4.75,1276,334.912,0.26,0.18,0.34
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),90-100%,Total,Total,422,7613,418286.29,54.9,7476,98.2,4747,62.4,6207,81.5,3409,44.8,1835,24.1,2517,33.1,37009.29,4.86,7262,1963.022,0.27,0.24,0.3
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),90-100%,Urban,Total,393,6280,346658.79,55.2,6167,98.2,3961,63.1,5154,82.1,2860,45.5,1513,24.1,2090,33.3,30683.93,4.89,5986,1628.11,0.27,0.24,0.31
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Total,Rural,4 Rural - Town and fringe,290,3956,184473.75,46.6,3848,97.3,1791,45.3,2675,67.6,1265,32,562,14.2,785,19.8,15982.95,4.04,3844,-517.319,-0.13,-0.18,-0.09
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Total,Rural,5 Rural - Village,225,1947,97543.25,50.1,1906,97.9,1014,52.1,1414,72.6,735,37.8,363,18.6,498,25.6,8578.14,4.41,1897,203.973,0.11,0.04,0.17
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Total,Rural,6 Rural - Hamlet and isolated dwellings,242,1556,79148.75,50.9,1512,97.2,850,54.6,1187,76.3,545,35,288,18.5,397,25.5,6907.56,4.44,1481,162.012,0.11,0.04,0.18
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Total,Rural,Total,369,7459,361165.75,48.4,7266,97.4,3655,49,5276,70.7,2545,34.1,1213,16.3,1680,22.5,31468.65,4.22,7222,-151.334,-0.02,-0.05,0.01
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Total,Total,Total,617,82899,3694882.62,44.6,79618,96,34585,41.7,51665,62.3,30068,36.3,11661,14.1,17264,20.8,319682.47,3.86,78470,-15672.851,-0.2,-0.21,-0.19
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Total,Urban,1 Urban - Major conurbation,394,47796,2108591.71,44.1,45830,95.9,19462,40.7,29085,60.9,17993,37.6,6847,14.3,10216,21.4,182399.08,3.82,44809,-10173.384,-0.23,-0.24,-0.21
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Total,Urban,3 Urban - City and town,445,27644,1225125.16,44.3,26522,95.9,11468,41.5,17304,62.6,9530,34.5,3601,13,5368,19.4,105814.74,3.83,26439,-5348.133,-0.2,-0.22,-0.19
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Total,Urban,Total,604,75440,3333716.87,44.2,72352,95.9,30930,41,46389,61.5,27523,36.5,10448,13.8,15584,20.7,288213.82,3.82,71248,-15521.517,-0.22,-0.23,-0.21
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Unknown,Rural,Total,65,366,17233.5,47.1,357,97.5,175,47.8,259,70.8,138,37.7,51,13.9,75,20.5,1495.56,4.09,356,-46.224,-0.13,-0.28,0.02
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Unknown,Total,Total,334,2749,123613.25,45,2638,96,1168,42.5,1735,63.1,1078,39.2,399,14.5,610,22.2,10768.05,3.92,2513,-332.423,-0.13,-0.19,-0.08
202223,Academic year,Regional,E92000001,England,E12000002,North West,Revised,Pupil residency,State-funded schools (LA),Unknown,Urban,Total,311,2383,106379.75,44.6,2281,95.7,993,41.7,1476,61.9,940,39.4,348,14.6,535,22.5,9272.49,3.89,2157,-286.199,-0.13,-0.19,-0.07
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),0-10%,Rural,Total,51,236,9042.25,38.3,227,96.2,69,29.2,109,46.2,55,23.3,11,4.7,25,10.6,762.35,3.23,226,-109.651,-0.49,-0.67,-0.3
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),0-10%,Total,Total,347,11180,417512.75,37.3,10517,94.1,3221,28.8,5375,48.1,3542,31.7,1030,9.2,1689,15.1,35458.47,3.17,10553,-4451.22,-0.42,-0.45,-0.39
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),0-10%,Urban,Total,344,10944,408470.5,37.3,10290,94,3152,28.8,5266,48.1,3487,31.9,1019,9.3,1664,15.2,34696.12,3.17,10327,-4341.569,-0.42,-0.45,-0.39
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),10-20%,Rural,Total,68,452,17759.75,39.3,437,96.7,134,29.6,239,52.9,102,22.6,33,7.3,55,12.2,1488.94,3.29,431,-161.26,-0.37,-0.51,-0.24
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),10-20%,Total,Total,350,7787,311943,40.1,7406,95.1,2553,32.8,4199,53.9,2552,32.8,761,9.8,1247,16,26468.74,3.4,7390,-1783.526,-0.24,-0.27,-0.21
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),10-20%,Urban,Total,341,7335,294183.25,40.1,6969,95,2419,33,3960,54,2450,33.4,728,9.9,1192,16.3,24979.8,3.41,6959,-1622.266,-0.23,-0.27,-0.2
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),20-30%,Rural,Total,85,435,17872.5,41.1,417,95.9,156,35.9,250,57.5,134,30.8,55,12.6,77,17.7,1527.32,3.51,420,-119.311,-0.28,-0.42,-0.15
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),20-30%,Total,Total,366,7071,297181.5,42,6768,95.7,2671,37.8,4061,57.4,2441,34.5,854,12.1,1297,18.3,25453.09,3.6,6744,-1130.971,-0.17,-0.2,-0.13
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),20-30%,Urban,Total,353,6636,279309,42.1,6351,95.7,2515,37.9,3811,57.4,2307,34.8,799,12,1220,18.4,23925.77,3.61,6324,-1011.66,-0.16,-0.19,-0.13
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),30-40%,Rural,Total,83,556,25031,45,543,97.7,215,38.7,372,66.9,173,31.1,63,11.3,99,17.8,2143.41,3.86,549,-29.367,-0.05,-0.17,0.06
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),30-40%,Total,Total,350,5132,224801.75,43.8,4944,96.3,2049,39.9,3180,62,1839,35.8,653,12.7,986,19.2,19314,3.76,4949,-501.834,-0.1,-0.14,-0.06
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),30-40%,Urban,Total,332,4576,199770.75,43.7,4401,96.2,1834,40.1,2808,61.4,1666,36.4,590,12.9,887,19.4,17170.59,3.75,4400,-472.467,-0.11,-0.15,-0.07
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),40-50%,Rural,Total,129,748,33821.25,45.2,730,97.6,315,42.1,470,62.8,261,34.9,116,15.5,165,22.1,2916.73,3.9,735,-31.302,-0.04,-0.14,0.06
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),40-50%,Total,Total,348,4412,201696.5,45.7,4291,97.3,1957,44.4,2850,64.6,1546,35,616,14,915,20.7,17361.52,3.94,4263,-91.781,-0.02,-0.06,0.02
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),40-50%,Urban,Total,327,3664,167875.25,45.8,3561,97.2,1642,44.8,2380,65,1285,35.1,500,13.6,750,20.5,14444.79,3.94,3528,-60.479,-0.02,-0.06,0.03
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),50-60%,Rural,Total,135,977,46456.38,47.6,953,97.5,452,46.3,659,67.5,376,38.5,174,17.8,237,24.3,4037.33,4.13,941,87.244,0.09,0,0.18
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),50-60%,Total,Total,348,4512,211227.38,46.8,4383,97.1,2110,46.8,3044,67.5,1712,37.9,718,15.9,1055,23.4,18259.57,4.05,4367,-1.61,0,-0.04,0.04
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),50-60%,Urban,Total,311,3535,164771,46.6,3430,97,1658,46.9,2385,67.5,1336,37.8,544,15.4,818,23.1,14222.24,4.02,3426,-88.854,-0.03,-0.07,0.02
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),60-70%,Rural,Total,166,1070,50249.5,47,1035,96.7,505,47.2,739,69.1,373,34.9,156,14.6,233,21.8,4343.08,4.06,1047,104.891,0.1,0.01,0.19
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),60-70%,Total,Total,336,4035,196879,48.8,3903,96.7,2048,50.8,2861,70.9,1561,38.7,720,17.8,1021,25.3,17140.54,4.25,3930,432.366,0.11,0.07,0.15
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),60-70%,Urban,Total,289,2965,146629.5,49.5,2868,96.7,1543,52,2122,71.6,1188,40.1,564,19,788,26.6,12797.46,4.32,2883,327.475,0.11,0.06,0.17
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),70-80%,Rural,Total,164,1302,64713,49.7,1275,97.9,667,51.2,960,73.7,538,41.3,258,19.8,356,27.3,5710.04,4.39,1267,269.39,0.21,0.13,0.29
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),70-80%,Total,Total,329,4824,245851,51,4703,97.5,2658,55.1,3624,75.1,2019,41.9,1027,21.3,1401,29,21620.76,4.48,4675,953.793,0.2,0.16,0.24
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),70-80%,Urban,Total,301,3522,181138,51.4,3428,97.3,1991,56.5,2664,75.6,1481,42,769,21.8,1045,29.7,15910.72,4.52,3408,684.403,0.2,0.15,0.25
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),80-90%,Rural,Total,177,1671,86512,51.8,1629,97.5,925,55.4,1276,76.4,680,40.7,358,21.4,490,29.3,7634.13,4.57,1624,533.576,0.33,0.26,0.4
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),80-90%,Total,Total,313,4859,254861.75,52.5,4752,97.8,2789,57.4,3785,77.9,2187,45,1144,23.5,1586,32.6,22605.82,4.65,4707,1424.558,0.3,0.26,0.34
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),80-90%,Urban,Total,267,3188,168349.75,52.8,3123,98,1864,58.5,2509,78.7,1507,47.3,786,24.7,1096,34.4,14971.69,4.7,3083,890.982,0.29,0.24,0.34
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),90-100%,Rural,Total,141,1417,75075.5,53,1389,98,834,58.9,1115,78.7,664,46.9,364,25.7,499,35.2,6713.72,4.74,1369,540.952,0.4,0.32,0.47
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),90-100%,Total,Total,274,5044,274580.5,54.4,4952,98.2,3142,62.3,4079,80.9,2515,49.9,1454,28.8,1939,38.4,24648.6,4.89,4851,1945.134,0.4,0.36,0.44
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),90-100%,Urban,Total,240,3627,199505,55,3563,98.2,2308,63.6,2964,81.7,1851,51,1090,30.1,1440,39.7,17934.88,4.94,3482,1404.182,0.4,0.36,0.45
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Total,Rural,4 Rural - Town and fringe,284,5782,273186.13,47.2,5634,97.4,2716,47,3956,68.4,2142,37,989,17.1,1386,24,23816.6,4.12,5624,416.998,0.07,0.04,0.11
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Total,Rural,5 Rural - Village,226,2346,115089.25,49.1,2283,97.3,1159,49.4,1678,71.5,952,40.6,445,19,642,27.4,10124.86,4.32,2274,423.246,0.19,0.13,0.24
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Total,Rural,6 Rural - Hamlet and isolated dwellings,192,1198,60876.5,50.8,1168,97.5,623,52,877,73.2,473,39.5,245,20.5,342,28.5,5349.16,4.47,1151,267.17,0.23,0.15,0.31
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Total,Rural,Total,343,9326,449151.88,48.2,9085,97.4,4498,48.2,6511,69.8,3567,38.2,1679,18,2370,25.4,39290.62,4.21,9049,1107.414,0.12,0.09,0.15
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Total,Total,Total,451,60908,2729527.38,44.8,58577,96.2,26100,42.9,38354,63,22766,37.4,9304,15.3,13640,22.4,236495.88,3.88,58370,-3237.142,-0.06,-0.07,-0.04
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Total,Urban,1 Urban - Major conurbation,170,21750,968411.25,44.5,20824,95.7,9324,42.9,13489,62,8287,38.1,3281,15.1,4780,22,83828.64,3.85,20686,-246.096,-0.01,-0.03,0.01
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Total,Urban,2 Urban - Minor conurbation,128,12558,548681.5,43.7,12028,95.8,5197,41.4,7715,61.4,4453,35.5,1740,13.9,2623,20.9,47076.77,3.75,11989,-1084.079,-0.09,-0.12,-0.07
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Total,Urban,3 Urban - City and town,333,17274,763282.75,44.2,16640,96.3,7081,41,10639,61.6,6459,37.4,2604,15.1,3867,22.4,66299.85,3.84,16646,-3014.381,-0.18,-0.2,-0.16
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Total,Urban,Total,421,51582,2280375.5,44.2,49492,95.9,21602,41.9,31843,61.7,19199,37.2,7625,14.8,11270,21.8,197205.26,3.82,49321,-4344.556,-0.09,-0.1,-0.08
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Unknown,Rural,Total,78,462,22618.75,49,450,97.4,226,48.9,322,69.7,211,45.7,91,19.7,134,29,2013.57,4.36,440,22.252,0.05,-0.08,0.18
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Unknown,Total,Total,269,2052,92992.25,45.3,1958,95.4,902,44,1296,63.2,852,41.5,327,15.9,504,24.6,8164.77,3.98,1941,-32.051,-0.02,-0.08,0.05
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Revised,Pupil residency,State-funded schools (LA),Unknown,Urban,Total,244,1590,70373.5,44.3,1508,94.8,676,42.5,974,61.3,641,40.3,236,14.8,370,23.3,6151.2,3.87,1501,-54.303,-0.04,-0.11,0.04
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),0-10%,Rural,Total,50,274,9489.75,34.6,259,94.5,58,21.2,121,44.2,47,17.2,13,4.7,23,8.4,788.89,2.88,265,-196.703,-0.74,-0.91,-0.57
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),0-10%,Total,Total,310,6342,234912.75,37,5969,94.1,1683,26.5,2991,47.2,1650,26,462,7.3,773,12.2,19963.4,3.15,5990,-2733.541,-0.46,-0.49,-0.42
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),0-10%,Urban,Total,295,6068,225423,37.1,5710,94.1,1625,26.8,2870,47.3,1603,26.4,449,7.4,750,12.4,19174.51,3.16,5725,-2536.838,-0.44,-0.48,-0.41
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),10-20%,Rural,Total,83,488,18872.25,38.7,465,95.3,143,29.3,259,53.1,114,23.4,37,7.6,61,12.5,1606.84,3.29,477,-161.849,-0.34,-0.47,-0.21
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),10-20%,Total,Total,344,5040,198820.25,39.4,4791,95.1,1568,31.1,2628,52.1,1481,29.4,509,10.1,790,15.7,17047.23,3.38,4734,-1541.604,-0.33,-0.37,-0.29
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),10-20%,Urban,Total,324,4552,179948,39.5,4326,95,1425,31.3,2369,52,1367,30,472,10.4,729,16,15440.39,3.39,4257,-1379.755,-0.32,-0.37,-0.28
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),20-30%,Rural,Total,113,674,27482.25,40.8,652,96.7,212,31.5,373,55.3,208,30.9,59,8.8,102,15.1,2366.63,3.51,652,-208.154,-0.32,-0.43,-0.21
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),20-30%,Total,Total,346,5132,211375.75,41.2,4929,96,1738,33.9,2847,55.5,1727,33.7,601,11.7,919,17.9,18397.84,3.58,4808,-985.696,-0.21,-0.24,-0.17
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),20-30%,Urban,Total,320,4458,183893.5,41.3,4277,95.9,1526,34.2,2474,55.5,1519,34.1,542,12.2,817,18.3,16031.21,3.6,4156,-777.542,-0.19,-0.23,-0.14
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),30-40%,Rural,Total,129,866,35733,41.3,837,96.7,299,34.5,474,54.7,248,28.6,96,11.1,140,16.2,3040.64,3.51,836,-252.675,-0.3,-0.4,-0.21
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),30-40%,Total,Total,353,4758,205355.26,43.2,4581,96.3,1851,38.9,2833,59.5,1536,32.3,580,12.2,883,18.6,17729.34,3.73,4498,-478.163,-0.11,-0.15,-0.06
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),30-40%,Urban,Total,318,3892,169622.26,43.6,3744,96.2,1552,39.9,2359,60.6,1288,33.1,484,12.4,743,19.1,14688.7,3.77,3662,-225.488,-0.06,-0.11,-0.02
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),40-50%,Rural,Total,175,1237,54136.25,43.8,1183,95.6,475,38.4,767,62,414,33.5,155,12.5,250,20.2,4699.72,3.8,1202,-117.138,-0.1,-0.18,-0.02
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),40-50%,Total,Total,362,4998,221452.75,44.3,4821,96.5,2037,40.8,3128,62.6,1781,35.6,689,13.8,1070,21.4,19365.46,3.87,4736,-335.55,-0.07,-0.11,-0.03
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),40-50%,Urban,Total,324,3761,167316.5,44.5,3638,96.7,1562,41.5,2361,62.8,1367,36.3,534,14.2,820,21.8,14665.74,3.9,3534,-218.412,-0.06,-0.11,-0.02
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),50-60%,Rural,Total,210,1632,76978,47.2,1579,96.8,759,46.5,1090,66.8,593,36.3,280,17.2,394,24.1,6724.15,4.12,1570,19.602,0.01,-0.06,0.08
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),50-60%,Total,Total,363,4959,233550.63,47.1,4811,97,2305,46.5,3343,67.4,1864,37.6,811,16.4,1172,23.6,20437.65,4.12,4692,245.283,0.05,0.01,0.09
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),50-60%,Urban,Total,304,3327,156572.63,47.1,3232,97.1,1546,46.5,2253,67.7,1271,38.2,531,16,778,23.4,13713.5,4.12,3122,225.681,0.07,0.02,0.12
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),60-70%,Rural,Total,230,2112,98998.5,46.9,2055,97.3,944,44.7,1455,68.9,734,34.8,338,16,481,22.8,8616.08,4.08,2045,18.535,0.01,-0.05,0.07
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),60-70%,Total,Total,360,5041,239942.5,47.6,4911,97.4,2377,47.2,3492,69.3,1964,39,921,18.3,1267,25.1,21113.22,4.19,4838,300.937,0.06,0.02,0.1
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),60-70%,Urban,Total,291,2929,140944,48.1,2856,97.5,1433,48.9,2037,69.5,1230,42,583,19.9,786,26.8,12497.14,4.27,2793,282.402,0.1,0.05,0.15
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),70-80%,Rural,Total,219,1864,92598.75,49.7,1805,96.8,971,52.1,1342,72,746,40,373,20,517,27.7,8141.47,4.37,1795,294.064,0.16,0.1,0.23
